id,create_at,text,user_name,user_description,user_followers_count,user_friends_count,state,county,city
1312002534530220033,2020-10-02T12:12:34.000Z,My 86 yr old very religious very conservative grandmother who absolutely loathes Trump and has been praying for his ‘deliverance from office’ seeing the news he has COVID: https://t.co/F7asSEM7iR,ItsTheRealSJ,here for a time. (she/her),194,396,New York,New York,Manhattan
1312008429716688896,2020-10-02T12:36:00.000Z,Lord PLEASE TAKE HIM HES LIVED LONG. HES DONE ENOUUUGHHHH 😭😭😭 Donald and Melania Trump have tested positive for COVID-19 https://t.co/097SbPBjj4,debbiestar19,(new account) a plague o' both your houses. don’t follow me if you don’t like politics. I’m just out here being great in my lavender.,208,334,Texas,Lubbock,Lubbock
1312014387771826176,2020-10-02T12:59:40.000Z,Is THIS why they needed the Covid distraction?,wildkat57,Widow of Dennis w/7 blk cats - Kizzie Jockamo Feenanay Mojeaux Gigi Remoulade & Hoodoo! Be kind to God's creatures. 🚫#45! NO DM's OR MAGATS!,6345,6355,Louisiana,Orleans,New Orleans
1312019407623909379,2020-10-02T13:19:37.000Z,@jimmytcannon Some of the videos are funny in the context of if a friend did it it would be funny but not at all by a stranger esp during Covid,Yshomatsu,As authors it is our duty To create lovable enticing characters and do horrible evil things to them,203,347,Pennsylvania,Cumberland,Wormleysburg
1312024169433923584,2020-10-02T13:38:32.000Z,Sooooo Trump got Covid or is that fake news?,garidupree_,TU'Twenty1🐅 | T&F🦵🏾| #318⚜️,2044,1834,Alabama,Macon,Tuskegee
1312027874086531073,2020-10-02T13:53:16.000Z,@donwinslow There could be SO many reasons other than disease for this..and btw the judge Barrett should be tested &quarantined for covid and idiocy.,QuadroP4,We'll get thru this. BidenHarris! save the animals the planet and our country.” Performing Arts career.,36,234,New York,Dutchess,Hillside Lake
1312032249630556164,2020-10-02T14:10:39.000Z,What comes around goes around.#COVID #Trump #Melania,ScottNelsonTX,Husband. Father. Worker. Friend of Workers.,42,197,Texas,Brazos,Bryan
1312039626920677377,2020-10-02T14:39:58.000Z,"Do yal really believe Trump has COVID though? Or is this a ""hoax"" within the ""hoax""?",flywiththetribe,Talented Overachiever *Business Owner *Fly Tribe Apparel LLC. * Foot in the Pot Foods,168,110,Florida,Hillsborough,Sun City Center
1312045163099815938,2020-10-02T15:01:58.000Z,Trump: *downplays coronavirus ignores CDC guidelines hosts indoor rallies and mocks Biden for wearing a mask*COVID-19: *plays coffin dance music* https://t.co/vOsaTliS7X,cdgiamarino9,PhD student in urban planning @ UCLA. Skateboarder. Urbanist. Environmentalist. he/him. Los Angeles CA. 🌞🛹🌵,228,323,California,Los Angeles,Los Angeles
1312050666408415232,2020-10-02T15:23:50.000Z,“The most luxurious case of covid you can imagine”,Parkster_,using technique of ultra modern,169,429,Texas,Tarrant,Fort Worth
1312057268515479553,2020-10-02T15:50:04.000Z,If I’m being optimistic and maybe somewhat wishful I’d hope the president would come out of the covid recovery process and tell everyone that it is a viral disease to be taken seriously of and we would all start wearing masks and stop going out.Dreams are dreams......,carijyao,designer privacy affordances human-centered UX biggest fears are packing and losing my eyesight. current: @berkeleyischool prev: @brynmawrcollege she/her,79,146,California,Placer,Kings Beach
1312063285903200257,2020-10-02T16:13:58.000Z,Money haffi mek Patto...what covid? Lol,gtchubs,Son Brother Father Freelancer,579,863,New York,Queens,Queens
1312068112049733632,2020-10-02T16:33:09.000Z,Holy shit.After months of calling COVID the “Chinese Virus” Trump announced ON CHINA’S “NATIONAL DAY” HOLIDAY that he has COVID. https://t.co/RDrjmVICUB,TheRileyWilson,@PRINeb Board • @CreightonLaw Student • @NLGnews Member • Aspiring Public Defender • @USAirForce Intel Veteran • #BlackLivesMatter • All power to the people.,3564,264,Nebraska,Douglas,Omaha
1312073626166849537,2020-10-02T16:55:04.000Z,“Hope Hicks was not the vector for bringing COVID-19 into the White House it was Donald Trump” https://t.co/NL1kggg51v,HeidiOmahony,Voting for Biden and Kamala. Get Trump and his republicans out. love 🐕,203,336,Washington,Kitsap,Parkwood
1312080124485926913,2020-10-02T17:20:53.000Z,@Bpress6 Just looking at it from humans point of view. I'm not a fan of 45 at all I saw a side of him that showed compassion when he heard the news a close friend died of Covid. I had no idea Melanie said those cruel things about the chidern held captive.,DeeDub67,RAIDERS AND LAKERS FAN FOR LIFE ALWAYS IN #BEASTMODE DIEHARD RAIDER FAN SINCE 1969 DIEHARD LAKERS FAN SINCE 1969 SOCIAL MEDIA ENTHUSIAST/ACTOR,12879,13960,California,Los Angeles,Los Angeles
1312085610601930753,2020-10-02T17:42:41.000Z,It’s not 5G  the windmills blew COVID into his face during rallies ....DAMN THOSE WINDMILLS,toannguyen17,4/1/17 .....next chapter of a long journey,11,57,California,Orange,Santa Ana
1312093172663640065,2020-10-02T18:12:44.000Z,@brithume I was in Milan the last week in January a week or so it became COVID ground zero in Europe. COVID stories made me wonder if I should wear a mask on my flight(s) home. EVERY source I found on the internet said masks were not effective. Mask mandates are 90% plus political...,bigmeandave,null,146,159,California,San Diego,Escondido
1312100936962117632,2020-10-02T18:43:35.000Z,After this i won’t be going out no more. It’s the season where you can’t if dolk just got a cold or Covid. So I’ll stay home.,AHH_JA,TU Alumna. Dog Mom. 🌻 ♎️ “Just living clean loving Jesus.”,380,852,Georgia,Clayton,Morrow
1312110241580871680,2020-10-02T19:20:34.000Z,@GOPChairwoman @realDonaldTrump I think Covid has gotten to your brain....the REAL question is....how many people are STILL unemployed and without help due to Moscow Mitch? You can’t answer because there isn’t any room to lie about the numbers.,246Cyd,Retired and loving life as my own! Proud “mom” to yorkie Ruby and grateful for her unconditional love. Colts Boilers Cubs for diversionary relief. #Resist,269,853,Indiana,Tippecanoe,Lafayette
1312118778235289602,2020-10-02T19:54:29.000Z,Wear a mask.Practice social distance.Follow guidelines. COVID-19 is very real.,KoltforKy,Georgetown College Grad | History Nerd | Kentucky Colonel | Tweets are my own | ΦΚΤ alumni | #BBN | Come now and let us reason together Isaiah 1:18|,583,1062,Kentucky,Marshall,Benton
1312127800904544256,2020-10-02T20:30:20.000Z,Here’s my take on trump having covid:He doesn’t have covid and he’s just lying to avoid the debates,yinguryang_,fotógrafa,3755,3025,Illinois,Lake,Waukegan
1312135376094457862,2020-10-02T21:00:26.000Z,Biden tests negative for I Bdrm to r C COVID-19 https://t.co/jh2s2sqfzi in Bx j,jmparsch,null,61,18,South Carolina,Beaufort,Hilton Head Island
1312144860728573952,2020-10-02T21:38:07.000Z,It sucks that people who have the covid 19 pandemic. That means everyone can get it. 🎃🎃🎃🎃🎃#Staysafe,WudupRen,renediaz090@gmail.com - http://Microsoft.com Taking photos off of my #SamsungS20 #MercedesAMG,875,805,California,Monterey,Seaside
1312151829162029056,2020-10-02T22:05:49.000Z,My nigga could've said safe travels stay sanitized or some positive but... COVID for Thanksgiving?!?! UGH PEOPLE,adhodge,Comedian | Houston Native | IG:http://instagram.com/adhodge| http://adhodge.com | PVAMU '15 | Tap the link to my YouTube Channel #RollWithMe,703,786,Texas,Fort Bend,Stafford
1312157139800977410,2020-10-02T22:26:55.000Z,@realDonaldTrump u don’t have covid. This is just another lie. What won’t u do? U are a piece of 💩. Just go away man. @kevindunne67,J3ss3cJesse,huh?,81,327,Texas,Tarrant,Fort Worth
1312165899286110208,2020-10-02T23:01:43.000Z,Only because he was such an imbecile about Everything HE Said About Covid. Euripides could not have written this better. #BidenHarris2020 https://t.co/nsotm84OEq,DrotmanMarc,Let go from CTG theatres because of trump virus. I un-quietly resist the Right Wing Coup...all from my SFV abode. I’m here to make him a “One term Mary”.,3194,4792,California,Los Angeles,Los Angeles
1312175777966776320,2020-10-02T23:40:59.000Z,@Jim_Jordan You can't fight covid! It finds you!,dfeltner11,*NO LIST*NO LIST* Feminist Democrat! I will fight to send @realDonaldTrump packing! If you send me a DM I will block you! Dont invade my space!,5183,5498,Ohio,Butler,Middletown
1312187669573558273,2020-10-03T00:28:14.000Z,@rualncfemale @stengel I think he pass away due to COVID complications,Fjonthebeat,I'm a 25 year old artist/slash producer from Virginia Beach that recently graduated Penn State My motto is I can do all things through Christ who strengthens me,343,1016,Virginia,Virginia Beach,Virginia Beach
1312200760617136128,2020-10-03T01:20:15.000Z,@IvankaTrump Best wishes for you speedy recovery from COVID-19 sir,sokphslla,thank,5,16,Pennsylvania,Montgomery,King of Prussia
1312211424597340160,2020-10-03T02:02:37.000Z,Americans are starting to give up their pets because of COVID-19 but.....Please check all of your local resources before giving up your pets. There are many places that are offering free pet food during the pandemic. https://t.co/LFxzPFSRgj via @TODAYshow,GoBucks3435,Business Development Exec. #BUCKEYES #BROWNS #INDIjkjjj&jANS & #CAVS Fan along w/AnimalsThe Earth & The shape of Beautiful Women.l,400,2264,Ohio,Summit,Akron
1312217762954084352,2020-10-03T02:27:49.000Z,@DnDsBestLawyer @GamerMomLuna @TXanathar @behoster @StrahdVonZ @UnrulyArcana Aww you're so sweet!!! And I'm not fun to be honest COVID just has you that bored? 😋,KatrienDonLeah,School bus driver for special needs students role player and avid reader. Co-owner and human relations administrator for Unruly Arcana.#DnD #TTRPG #Eberron,1095,1784,California,San Joaquin,Stockton
1312227032558972928,2020-10-03T03:04:39.000Z,@Acosta Jim: I really hope that you never contract covid 19. And if God forbid you do I hope that ignorant people don't mock you or make fun of you the way you are of our president. It's really petty and sad.,UhlirBeth,Conservative Christian working wife and hockey mom to two sons and two rescue hounds. #MAGA,478,877,Illinois,Lake,Lake Zurich
1312236437446832128,2020-10-03T03:42:01.000Z,@ConanMacDougall Seems like he’s maybe patient number 276 receiving it- I know it’s covid and therapies are quickly approved but seems a bit preliminary 🤷🏼‍♀️,MeganARech,Emergency medicine pharmacist 💊 🚨 researcher CC PGY2 RPD wife mommy Chicagoan,1490,1005,Illinois,Cook,Chicago
1312248609102983170,2020-10-03T04:30:23.000Z,Is it me or is Covid-19 seem to be targeting @realDonaldTrump entire administration???...,TMSilk22,Happily married to @KennethSilk6,39,165,New Mexico,Valencia,Los Lunas
1312274311231668224,2020-10-03T06:12:31.000Z,@IvankaTrump He has a strange way of showing it when he's responsible for tens of thousands of preventable American COVID-19 deaths; not to mention all the COVID-19 unemployed that he ignores tax cuts that only hurt the majority of Americans. Please.,Mandelamen,MS born grew up in Indianapolis went2 Indiana Universitycampus activist(w/friend org 1st Afrikan/AA stdt org)KKK threatened2 come get us;news/politix junkie,3887,4935,California,Los Angeles,Los Angeles
1312325163044700162,2020-10-03T09:34:35.000Z,@DoaneDeborah @VicToensing @realDonaldTrump @JoeBiden Joe Biden upon hearing the unfortunate news aboutPOTUS contracting Coviddid not mock him nor did he ridicule him instead he had kind words to impart. I can assure Uhowever that if it had beenBiden who had contracted CovidDonald Trump the President of US would be mocking him,lroerig1255,null,74,337,Texas,Cameron,Brownsville
1312369739931570176,2020-10-03T12:31:43.000Z,.@NYGovCuomo can u please make it so the NY covid alert app tells us when another politician gets covid or dies from it plz would be useful,luisadieznuts,anthropologist | arts & media consultant | comedy booker | @whyyoumadpod | representing no person or institution but myself,6244,1930,New York,Kings,Brooklyn
1312385810856017921,2020-10-03T13:35:34.000Z,You’re just as stupid as the president if you think this whole COVID-19 that he has is not a PR stunt to make people take this stupid vaccine thus trying to get more votes.#WakeUpAmerica,Blktrickswayze,null,172,221,Florida,Orange,Apopka
1312402194885472256,2020-10-03T14:40:41.000Z,@JoyAnnReid @KellyannePolls They got covid because they were stupid. They ignored the protocols  refused to wear masks and generally thought they were somehow immune to it. They thought they were to good to get covid  they were wrong . Irresponsible arrogant stupid....,cincygreghoodin,AHS Grad  Bearcat Alumnus #GregsBreakfastBonanza Beechmont Toyota Sales . Breakfast aficionado. Denizen of local dining. have a nice day unless you're a jerk.,2300,4617,Ohio,Hamilton,Cherry Grove
1312414518220337153,2020-10-03T15:29:39.000Z,Fuck. Fuck. FUCK. Cam tested positive for covid. Has he had any contact with any of the @Chiefs players this weekend?! #ChiefsKingdom,SportsPhreak71,I'm having a hard time holding these alligators down -Ric Flair. Jayhawks Chiefs Royals. Sports teach life in a way nothing else can. ✊🏼✊🏽✊🏾✊🏿OlllllllO,349,866,Kansas,Franklin,Ottawa
1312422200037773317,2020-10-03T16:00:10.000Z,@charliekirk11 I don’t think 🤔 anyone wants anyone else to die of the COVID-19 virus 🦠. I don’t.,ArthurHurme,I’m a retired Marine Biologist,69,689,Virginia,Rockingham,Bridgewater
1312431223646695424,2020-10-03T16:36:02.000Z,Cam Newton has tested positive for COVID-19 ESPN reports https://t.co/zoneIKpeE8,bote930,"""Ignorance allied with power is the most ferocious enemy justice can have”... James Baldwin #BLM #TheResistance #WaterIsLife I will not serve the MAGA-Carta!",8165,8994,New York,Nassau,Freeport
1312439243831009281,2020-10-03T17:07:54.000Z,@RikMehta_NJ If Trump was diagnosed with Covid 72 hours ago like his doctor said and then went to Bedminster anyway and didn’t wear a mask do you still support him? #TrumpHasCovid #TrumpVirus #WearAMask @AP @starledger,EileenRemor,LGBTQ Ally Activist Feminist Performer. Passionate about Barbra Streisand Broadway Comedy and the New York Yankees. #BidenHarris #VoteBlue #DanceSuitNation,209,480,New York,Bronx,Bronx
1312448217775104006,2020-10-03T17:43:33.000Z,Utterly ridiculous and irresponsible behavior to not go into quarantine immediately after being diagnosed with COVID-19 if this is the correct timeline.,baavri,She/her. Indian. Kashmiri. Queer 🌈. Podcaster. Traveler. Wanderer. Always learning. Always adapting. Opinions are my own etc.,11125,2637,Virginia,Charlottesville,Charlottesville
1312459456257560577,2020-10-03T18:28:13.000Z,This is my therapy folks. My bliss. Be and stay blessed. Be safe in times of COVID-19. – ♫Echoes in Rain by Enya from #SoundHound https://t.co/51r7XEsMRJ,mbvukutaphiri,Music nut and news junkie. Father of four and citizen of the world. Grandpa to eight,1577,3230,California,Sacramento,Sacramento
1312467517676285952,2020-10-03T19:00:15.000Z,@StephenKing @GovChristie @maddow What an ignorant and stupid thing to say. Are you calling all of the other people that have gotten Covid stupid and irresponsible?,Marycalifgirl,Proud mother of two amazing young adults. I am an EMR Analyst and live in Monterey California.,11,136,California,Monterey,Monterey
1312476563309387778,2020-10-03T19:36:11.000Z,@allanj69 @surprisehotcarl @AXfromMN @roni1133 @therealSnicks @MorganRuble @cmr_2 @LyleMasaki @mpraymond511 @Garyon18 Everything becomes COVID now,ed_tales,Temporary account until Twitter unlocks my main account. Cat dad to Hawthorne. Used to write about gay politics and media.,58,76,Florida,Palm Beach,West Palm Beach
1312489891524087810,2020-10-03T20:29:09.000Z,Mr. Sanders wait until the President is in the clear from COVID and then talk shit. 🤦🏽‍♂️,JoeJohnSr,raised in Central El Paso TX. U.S.A. UTEP Alumni c/o 15 16 17,536,411,Texas,El Paso,El Paso
1312504522984443904,2020-10-03T21:27:18.000Z,Und mein herr liebchen Jaredhos testid negativ4 zee COVID 😏🕺🤸👯... https://t.co/SzZqhEliNd,AndrewThiel14,Art nutobsessive compulsive PreRaphaelite enthusiast.,134,220,Ohio,Hamilton,Cincinnati
1312514898862116866,2020-10-03T22:08:31.000Z,@Dr24hours @robinsall @JaseGehring But i think it deserves a fair shakeTrump likes novel unproven and potentially dangerous treatments for COVIDI think you know when I'm going with this,EricGoldlust,ER doc @ KP Santa Clara MD/PhD in Epi/Biostats proud husband & dad storyteller. Now in soft quarantine.😷 Opinions my own but still wrong.,516,978,California,Santa Clara,Santa Clara
1312525736993943552,2020-10-03T22:51:35.000Z,@niclauda12 That’s all irrelevant. It’s POTUS whether you like him or not and he deserves the best care in the world. Biden becomes president and contracts Covid he’ll get the same room and the same treatment,Braddigan89,SEM professional and lover of dad jokes. Fan of the Mets Colts Islanders. Proud UB Alum. My wife tells me to say I’m married. #IStandWithIsrael #HornsUp,977,1055,New York,Queens,Queens
